"tcs_no","main","midblock_route","side_one_route","side_two_route","activation_date","latitude","longitude","count_date","peak_eight_hr_vehicle_volume","peak_eight_hr_pedestrian_volume"
350," DANFORTH AVE ",""," GLEBEMOUNT AVE ","",1957-05-16T00:00:00.0000000,43.6846542,-79.31771,2014-04-22T00:00:00.0000000,11852,1152
351," DANFORTH AVE ",""," WOODBINE AVE ","",1928-10-07T00:00:00.0000000,43.6856728,-79.31275,2018-01-17T00:00:00.0000000,19125,5227
352," DANFORTH AVE ",""," GLEDHILL AVE "," PATRICIA DR ",1953-01-27T00:00:00.0000000,43.6866875,-79.3085556,2015-05-07T00:00:00.0000000,12852,1663
353," MAIN ST ",""," DANFORTH AVE ","",1928-05-07T00:00:00.0000000,43.68816,-79.3018,2015-05-09T00:00:00.0000000,15646,7102
354," DANFORTH AVE ",""," DAWES RD ","",1948-09-12T00:00:00.0000000,43.6893425,-79.29681,2014-01-07T00:00:00.0000000,13932,1414
355," DANFORTH AVE ",""," VICTORIA PARK AVE ","",1958-01-31T00:00:00.0000000,43.69124,-79.28831,2015-05-09T00:00:00.0000000,21459,5470
356," DANFORTH AVE ",""," PHARMACY AVE ","",1956-01-11T00:00:00.0000000,43.69232,-79.28337,2014-03-18T00:00:00.0000000,16757,831
357," DANFORTH AVE ",""," DANFORTH RD ","",1965-01-03T00:00:00.0000000,43.6936836,-79.27711,2016-06-06T00:00:00.0000000,13682,113
358," DANFORTH AVE ",""," WARDEN AVE ","",1957-01-01T00:00:00.0000000,43.6943665,-79.2736359,2015-05-06T00:00:00.0000000,16187,488
359," DANFORTH AVE ",""," BIRCHMOUNT RD ","",1958-01-31T00:00:00.0000000,43.6969872,-79.26399,2015-05-09T00:00:00.0000000,10152,230
360," CLONMORE DR ",""," HOLLIS AVE "," WARDEN AVE ",1958-01-31T00:00:00.0000000,43.6928673,-79.27304,2009-11-25T00:00:00.0000000,11986,138
361," GERRARD ST E ",""," VICTORIA PARK AVE ","",1953-01-04T00:00:00.0000000,43.6869125,-79.28656,2013-08-28T00:00:00.0000000,18821,1343
362," GERRARD ST E ",""," MALVERN AVE ","",1960-04-20T00:00:00.0000000,43.685154,-79.2947845,2012-04-24T00:00:00.0000000,11353,300
363," GERRARD ST E ",""," MAIN ST ","",1948-12-20T00:00:00.0000000,43.68397,-79.30017,2014-05-07T00:00:00.0000000,16181,1627
364," GERRARD ST E ",""," GLENMOUNT PARK RD ","",1988-07-07T00:00:00.0000000,43.68267,-79.30603,2017-08-31T00:00:00.0000000,8606,348
365," GERRARD ST E ",""," WOODBINE AVE ","",1948-03-01T00:00:00.0000000,43.68086,-79.31078,2017-06-27T00:00:00.0000000,16958,1499
366," GERRARD ST E ",""," BOWMORE RD ","",1958-04-08T00:00:00.0000000,43.6780777,-79.31501,2010-01-04T00:00:00.0000000,5543,513
367," COXWELL AVE ",""," FAIRFORD AVE "," GERRARD ST E ",1959-06-22T00:00:00.0000000,43.6753273,-79.3203,2016-05-09T00:00:00.0000000,10215,1892
368," COXWELL AVE ",""," GERRARD ST E "," EASTWOOD RD ",1942-02-23T00:00:00.0000000,43.6728935,-79.31928,2016-05-09T00:00:00.0000000,10418,5069
369," GERRARD ST E ",""," GREENWOOD AVE ","",1948-10-15T00:00:00.0000000,43.6709137,-79.3279953,2010-01-20T00:00:00.0000000,12563,2050
370," GERRARD ST E ",""," JONES AVE ","",1952-01-30T00:00:00.0000000,43.66922,-79.3355942,2010-01-21T00:00:00.0000000,11491,2189
371," GERRARD ST E ",""," PAPE AVE ","",1929-07-09T00:00:00.0000000,43.66813,-79.34041,2018-01-02T00:00:00.0000000,9482,2677
372," GERRARD ST E ",""," CARLAW AVE ","",1948-06-10T00:00:00.0000000,43.66762,-79.34275,2012-10-01T00:00:00.0000000,14270,3177
373," GERRARD ST E ",""," LOGAN AVE ","",1952-05-05T00:00:00.0000000,43.6671,-79.34518,2015-07-30T00:00:00.0000000,9363,2688
374," BROADVIEW AVE ",""," GERRARD ST E ","",1928-08-15T00:00:00.0000000,43.6654778,-79.35261,2012-03-12T00:00:00.0000000,10982,5053
375," DANFORTH RD ",""," KENNEDY RD ","",1964-11-02T00:00:00.0000000,43.71479,-79.2608643,2016-06-11T00:00:00.0000000,9900,91
376," DANFORTH RD ",""," MACK AVE ","",1965-03-02T00:00:00.0000000,43.7001724,-79.27272,2015-06-08T00:00:00.0000000,8898,164
377," DANFORTH RD ",""," MIDLAND AVE ","",1962-03-19T00:00:00.0000000,43.7248573,-79.25398,2016-06-11T00:00:00.0000000,12456,839
378," DANFORTH RD ",""," BRIMLEY RD ","",1960-09-20T00:00:00.0000000,43.73518,-79.247406,2016-06-11T00:00:00.0000000,15225,560
379," EGLINTON AVE E ",""," DANFORTH RD ","",1960-01-01T00:00:00.0000000,43.7370949,-79.246254,2016-06-11T00:00:00.0000000,22844,1340
380," LAWRENCE AVE E ",""," MCCOWAN RD ","",1960-02-11T00:00:00.0000000,43.75554,-79.2454453,2015-05-02T00:00:00.0000000,28053,2239
381," DAVENPORT RD ",""," BEDFORD RD ","",1960-10-25T00:00:00.0000000,43.67446,-79.39984,2010-07-29T00:00:00.0000000,17560,1271
382," DAVENPORT RD ",""," DUPONT ST ","",1929-08-19T00:00:00.0000000,43.6757927,-79.40256,2016-06-11T00:00:00.0000000,15220,1769
383," DAVENPORT RD ",""," KENDAL AVE "," WALMER RD ",1948-11-19T00:00:00.0000000,43.6768341,-79.41034,2012-04-30T00:00:00.0000000,19157,1078
384," BATHURST ST ",""," DAVENPORT RD ","",1929-08-28T00:00:00.0000000,43.6766968,-79.4157639,2015-04-11T00:00:00.0000000,20361,657
385," DAVENPORT RD ",""," CHRISTIE ST ","",1929-10-16T00:00:00.0000000,43.67558,-79.42304,2011-08-03T00:00:00.0000000,12464,866
386," DAVENPORT RD ",""," OSSINGTON AVE ","",1948-11-19T00:00:00.0000000,43.6746941,-79.43092,2016-03-14T00:00:00.0000000,12077,431
387," DAVENPORT RD ",""," OAKWOOD AVE ","",1960-06-06T00:00:00.0000000,43.6743965,-79.43375,2011-09-22T00:00:00.0000000,15267,974
388," DUFFERIN ST ",""," DAVENPORT RD ","",1943-09-23T00:00:00.0000000,43.6729851,-79.44096,2016-06-11T00:00:00.0000000,19252,1293
389," DAVENPORT RD ",""," LANSDOWNE AVE ","",1948-10-19T00:00:00.0000000,43.67156,-79.4482651,2011-08-08T00:00:00.0000000,13178,1151
390," DAVENPORT RD ",""," CALEDONIA PARK RD ","",1960-09-22T00:00:00.0000000,43.6710854,-79.45107,2011-05-04T00:00:00.0000000,13876,159
391," OLD WESTON RD ",""," DAVENPORT RD ","",1959-12-06T00:00:00.0000000,43.671093,-79.4622955,2015-04-23T00:00:00.0000000,8478,144
392," ST CLAIR AVE E ",""," DANFORTH RD ","",1961-10-24T00:00:00.0000000,43.71686,-79.25987,2017-04-22T00:00:00.0000000,20237,420
393," WESTON RD ",""," TORYORK DR "," PRIVATE ACCESS ",1978-12-20T00:00:00.0000000,43.7532768,-79.5426941,2009-06-08T00:00:00.0000000,14923,695
394," ROGERS RD ",""," KEELE ST ","",1958-01-31T00:00:00.0000000,43.6821632,-79.47157,2016-04-16T00:00:00.0000000,16248,3586
395," WESTON RD ",""," ROGERS RD "," PRIVATE ACCESS ",1958-01-31T00:00:00.0000000,43.68159,-79.4767456,2012-11-15T00:00:00.0000000,24380,2705
396," AVENUE RD ",""," 401 C W AVENUE RD RAMP ","",1964-10-22T00:00:00.0000000,43.743206,-79.42416,2011-11-08T00:00:00.0000000,13653,75
397," LAWRENCE AVE E ",""," SCARBOROUGH GOLF CLUB RD ","",1966-06-22T00:00:00.0000000,43.7618523,-79.21582,2008-07-30T00:00:00.0000000,18423,800
398," LAWRENCE AVE E ",""," BURNVIEW CRES "," PRIVATE ACCESS ",1966-05-19T00:00:00.0000000,43.7566566,-79.2402039,2011-03-07T00:00:00.0000000,17430,849
399," LAWRENCE AVE W ",""," BENTON RD ","",1966-02-22T00:00:00.0000000,43.7103,-79.4719,2011-08-02T00:00:00.0000000,19469,938
400," LESLIE ST ",""," LAWRENCE AVE E ","",1958-11-15T00:00:00.0000000,43.7345352,-79.35595,2014-05-03T00:00:00.0000000,28979,352
401," LAWRENCE AVE E ",""," THE DONWAY W ","",1958-11-15T00:00:00.0000000,43.7364922,-79.34653,2013-02-28T00:00:00.0000000,21144,1538
402," LAWRENCE AVE E ",""," DON MILLS RD ","",1958-01-31T00:00:00.0000000,43.73716,-79.3434143,2009-02-17T00:00:00.0000000,30555,2471
403," LAWRENCE AVE E ",""," THE DONWAY E ","",1961-08-28T00:00:00.0000000,43.73769,-79.3409653,2010-07-06T00:00:00.0000000,22686,1260
404," LAWRENCE AVE E ",""," UNDERHILL DR "," RAILSIDE RD ",1963-12-11T00:00:00.0000000,43.7407837,-79.32465,2009-10-26T00:00:00.0000000,28290,775
405," DANFORTH AVE "," 485m EAST OF "," BIRCHMOUNT RD "," PRIVATE ACCESS ",1965-01-13T00:00:00.0000000,43.6990623,-79.2586,2009-10-26T00:00:00.0000000,8736,140
406," LAWRENCE AVE E ",""," CURLEW DR "," RAILSIDE RD ",1962-05-07T00:00:00.0000000,43.7411842,-79.3192444,2009-11-24T00:00:00.0000000,27922,1144
407," LAWRENCE AVE E ",""," VICTORIA PARK AVE ","",1960-08-04T00:00:00.0000000,43.74211,-79.30978,2016-10-06T00:00:00.0000000,39515,4699
408," LAWRENCE AVE E ",""," PHARMACY AVE ","",1958-11-18T00:00:00.0000000,43.74322,-79.30463,2018-02-06T00:00:00.0000000,46260,1965
409," LAWRENCE AVE E ",""," WARDEN AVE ","",1958-01-31T00:00:00.0000000,43.7453766,-79.29475,2015-05-06T00:00:00.0000000,36985,2352
410," LAWRENCE AVE E ",""," BIRCHMOUNT RD ","",1969-02-03T00:00:00.0000000,43.7475,-79.28482,2016-12-10T00:00:00.0000000,28213,1125
411," LAWRENCE AVE E "," 144m EAST OF "," CANLISH RD "," PRIVATE ACCESS ",1965-07-13T00:00:00.0000000,43.7485352,-79.27972,2008-10-20T00:00:00.0000000,18751,861
412," LAWRENCE AVE E ",""," KENNEDY RD ","",1958-01-31T00:00:00.0000000,43.74954,-79.27493,2013-09-30T00:00:00.0000000,33852,2846
413," LAWRENCE AVE E ",""," MIDLAND AVE ","",1961-12-11T00:00:00.0000000,43.75157,-79.26503,2017-01-09T00:00:00.0000000,28584,2163
414," LAWRENCE AVE E ",""," BRIMLEY RD ","",1960-06-01T00:00:00.0000000,43.75349,-79.25536,2017-01-09T00:00:00.0000000,28408,818
415," LAWRENCE AVE E ",""," BARRYMORE RD ","",1961-08-11T00:00:00.0000000,43.7543,-79.25153,2012-02-02T00:00:00.0000000,16451,565
416," LAWRENCE AVE E ",""," BELLAMY RD N ","",1962-03-28T00:00:00.0000000,43.75773,-79.23525,2010-09-21T00:00:00.0000000,27182,1329
417," DANFORTH RD ",""," BIRCHMOUNT RD ","",1969-07-16T00:00:00.0000000,43.70704,-79.26811,2016-06-10T00:00:00.0000000,12128,953
418," DANFORTH RD ",""," WARDEN AVE ","",1958-01-31T00:00:00.0000000,43.69726,-79.27481,2015-05-06T00:00:00.0000000,15485,385
419," LAWRENCE AVE E ",""," GREENCEDAR CRCT "," GREENBRAE CRCT ",1964-08-13T00:00:00.0000000,43.75817,-79.23306,2011-03-30T00:00:00.0000000,18245,884
420," LAWRENCE AVE E ",""," MARKHAM RD ","",1959-10-04T00:00:00.0000000,43.75981,-79.22531,2014-04-12T00:00:00.0000000,25775,4798
421," LAWRENCE AVE W ",""," DUPLEX AVE "," JEDBURGH RD ",1946-01-04T00:00:00.0000000,43.7244,-79.4056,2011-08-08T00:00:00.0000000,16248,593
422," LAWRENCE AVE W ",""," LEDBURY ST ","",1964-12-28T00:00:00.0000000,43.72086,-79.42246,2013-06-06T00:00:00.0000000,16089,493
423," BATHURST ST ",""," LAWRENCE AVE W ","",1956-06-09T00:00:00.0000000,43.71929,-79.42976,2015-04-11T00:00:00.0000000,22429,3429
424," LAWRENCE AVE W ",""," VARNA DR ","",1978-10-30T00:00:00.0000000,43.71748,-79.4377,2013-06-10T00:00:00.0000000,15584,175
425," LAWRENCE AVE W ",""," MARLEE AVE "," PRIVATE ACCESS ",1961-12-21T00:00:00.0000000,43.7156,-79.4465,2013-06-18T00:00:00.0000000,26015,2862
426," DUFFERIN ST ",""," LAWRENCE AVE W ","",1958-01-31T00:00:00.0000000,43.71407,-79.4547,2016-04-09T00:00:00.0000000,29053,2378
427," LAWRENCE AVE W ",""," CALEDONIA RD ","",1957-09-08T00:00:00.0000000,43.71148,-79.46658,2013-06-24T00:00:00.0000000,26171,930
428," KEELE ST ",""," LAWRENCE AVE W ","",1957-02-13T00:00:00.0000000,43.70871,-79.47805,2016-04-18T00:00:00.0000000,28931,6505
429," LAWRENCE AVE W ",""," CULFORD RD ","",1961-05-17T00:00:00.0000000,43.70639,-79.48767,2011-05-25T00:00:00.0000000,21351,1630
430," JANE ST ",""," LAWRENCE AVE W ","",1958-01-31T00:00:00.0000000,43.70289,-79.50377,2011-03-03T00:00:00.0000000,25776,4386
431," WESTON RD ",""," LAWRENCE AVE W ","",1958-01-31T00:00:00.0000000,43.70014,-79.51624,2016-07-04T00:00:00.0000000,15780,4089
432," LAWRENCE AVE W ",""," SCARLETT RD ","",1958-01-31T00:00:00.0000000,43.69816,-79.52328,2016-12-05T00:00:00.0000000,17799,265
433," DIXON RD ",""," ROYAL YORK RD "," ST PHILLIPS RD ",1960-02-16T00:00:00.0000000,43.69986,-79.5342,2016-04-16T00:00:00.0000000,18293,403
434," DIXON RD ",""," ISLINGTON AVE ","",1958-01-31T00:00:00.0000000,43.69708,-79.54672,2014-04-29T00:00:00.0000000,31673,1581
435," DIXON RD ",""," KIPLING AVE ","",1959-09-18T00:00:00.0000000,43.6943,-79.55865,2014-12-13T00:00:00.0000000,21477,1693
436," DIXON RD ",""," CELESTINE DR ","",1962-06-12T00:00:00.0000000,43.6934052,-79.5624847,2014-04-03T00:00:00.0000000,14048,241
437," DIXON RD ",""," MARTIN GROVE RD ","",1960-07-17T00:00:00.0000000,43.6916,-79.57084,2016-06-11T00:00:00.0000000,18377,352
438," EGLINTON AVE W ",""," ROSTREVOR RD ","",1977-04-19T00:00:00.0000000,43.7003,-79.42881,2013-05-21T00:00:00.0000000,13794,1025
439," BROADVIEW AVE ",""," CHESTER HILL RD ","",1950-08-28T00:00:00.0000000,43.68128,-79.35767,2013-02-05T00:00:00.0000000,9311,833
440," BROADVIEW AVE ",""," MORTIMER AVE "," POTTERY RD ",1958-01-31T00:00:00.0000000,43.68391,-79.35694,2017-02-28T00:00:00.0000000,14845,1027
441," BROADVIEW AVE ",""," COSBURN AVE ","",1958-01-31T00:00:00.0000000,43.68854,-79.35524,2013-01-30T00:00:00.0000000,10153,544
442," O CONNOR DR ",""," PAPE AVE ","",1958-01-31T00:00:00.0000000,43.69323,-79.35026,2017-04-22T00:00:00.0000000,20064,846
443," O CONNOR DR ",""," DONLANDS AVE ","",1958-01-31T00:00:00.0000000,43.69471,-79.34309,2010-08-30T00:00:00.0000000,18634,366
444," O CONNOR DR ",""," DON MILLS RD ","",1958-12-12T00:00:00.0000000,43.69557,-79.33963,2016-04-20T00:00:00.0000000,27109,84
445," O CONNOR DR ",""," COXWELL AVE "," COXWELL BLVD ",1958-01-31T00:00:00.0000000,43.69777,-79.32947,2018-01-17T00:00:00.0000000,19888,279
446," O CONNOR DR ",""," WOODBINE AVE ","",1958-01-31T00:00:00.0000000,43.70015,-79.31905,2016-08-03T00:00:00.0000000,30375,136
447," O CONNOR DR ",""," ST CLAIR AVE E ","",1958-01-31T00:00:00.0000000,43.70539,-79.31285,2017-04-22T00:00:00.0000000,25974,684
448," O CONNOR DR ",""," BERMONDSEY RD "," YARDLEY AVE ",1958-01-31T00:00:00.0000000,43.71247,-79.30744,2016-04-25T00:00:00.0000000,14156,186
449," O CONNOR DR ",""," VICTORIA PARK AVE "," EGLINTON SQ ",1958-01-31T00:00:00.0000000,43.72338,-79.30207,2014-05-03T00:00:00.0000000,27980,1929
450," EGLINTON AVE E ",""," EGLINTON SQ ","",1958-01-31T00:00:00.0000000,43.72493,-79.30047,2010-05-03T00:00:00.0000000,29192,446
451," EGLINTON AVE E ",""," VICTORIA PARK AVE ","",1958-01-31T00:00:00.0000000,43.72474,-79.30264,2013-03-11T00:00:00.0000000,33095,2166
452," EGLINTON AVE E ",""," PHARMACY AVE ","",1958-01-31T00:00:00.0000000,43.72566,-79.29747,2012-02-27T00:00:00.0000000,33335,1396
453," EGLINTON AVE E ",""," LESLIE ST ","",1958-11-15T00:00:00.0000000,43.71703,-79.3499,2014-05-03T00:00:00.0000000,35069,194
454," DON MILLS RD ",""," EGLINTON AVE E ","",1957-01-29T00:00:00.0000000,43.7205,-79.33888,2013-05-15T00:00:00.0000000,45185,2597
455," EGLINTON AVE E ",""," BERMONDSEY RD "," SLOANE AVE ",1958-06-19T00:00:00.0000000,43.72602,-79.31349,2011-02-01T00:00:00.0000000,29625,1016
456," EGLINTON AVE E ",""," WARDEN AVE ","",1955-11-17T00:00:00.0000000,43.72787,-79.28761,2015-05-06T00:00:00.0000000,35905,1947
457," EGLINTON AVE E ",""," SINNOTT RD ","",1995-11-28T00:00:00.0000000,43.72938,-79.2807,2012-04-26T00:00:00.0000000,19797,672
458," EGLINTON AVE E ",""," BIRCHMOUNT RD ","",1958-10-17T00:00:00.0000000,43.72999,-79.27784,2010-09-13T00:00:00.0000000,39450,3069
459," EGLINTON AVE E ",""," IONVIEW RD "," PRIVATE ACCESS ",1964-06-14T00:00:00.0000000,43.73148,-79.2712,2012-04-03T00:00:00.0000000,18929,585
460," EGLINTON AVE E ",""," KENNEDY RD ","",1955-11-24T00:00:00.0000000,43.73224,-79.26797,2013-06-10T00:00:00.0000000,29069,1957
461," EGLINTON AVE E ",""," MIDLAND AVE ","",1958-07-21T00:00:00.0000000,43.73455,-79.2581,2012-03-28T00:00:00.0000000,30334,2723
462," EGLINTON AVE E ",""," BRIMLEY RD ","",1958-01-31T00:00:00.0000000,43.73672,-79.24806,2012-03-29T00:00:00.0000000,27971,2174
463," EGLINTON AVE E ",""," MARKHAM RD ","",1958-01-31T00:00:00.0000000,43.74322,-79.21893,2014-10-22T00:00:00.0000000,18188,4335
464," EGLINTON AVE W ",""," HARVIE AVE "," RONALD AVE ",1964-07-21T00:00:00.0000000,43.69414,-79.45725,2012-11-12T00:00:00.0000000,11503,588
465," EGLINTON AVE W ",""," CALEDONIA RD ","",1958-01-31T00:00:00.0000000,43.69302,-79.46219,2012-10-15T00:00:00.0000000,18790,1678
466," EGLINTON AVE W ",""," RICHARDSON AVE ","",1964-10-14T00:00:00.0000000,43.69097,-79.47149,2012-10-29T00:00:00.0000000,14227,912
467," EGLINTON AVE W ",""," KEELE ST "," TRETHEWEY DR ",1958-01-31T00:00:00.0000000,43.69017,-79.47501,2016-04-18T00:00:00.0000000,23992,4103
468," EGLINTON AVE W ",""," WESTON RD ","",1958-01-31T00:00:00.0000000,43.68698,-79.48951,2012-03-01T00:00:00.0000000,22533,2203
469," TRETHEWEY DR ",""," YORE RD ","",1958-01-31T00:00:00.0000000,43.69084,-79.47539,2016-04-18T00:00:00.0000000,15879,203
470," ST CLAIR AVE E ",""," SELWYN AVE "," GLEN EDEN CRES ",1959-09-07T00:00:00.0000000,43.70694,-79.30583,2016-05-11T00:00:00.0000000,13632,1170
471," ST CLAIR AVE E ",""," VICTORIA PARK AVE ","",1958-11-15T00:00:00.0000000,43.70877,-79.29596,2017-04-22T00:00:00.0000000,28021,2634
472," PHARMACY AVE ",""," ST CLAIR AVE E ","",1958-01-31T00:00:00.0000000,43.70987,-79.29093,2017-04-22T00:00:00.0000000,24239,414
473," WARDEN AVE ",""," ST CLAIR AVE E ","",1958-01-31T00:00:00.0000000,43.71204,-79.28099,2017-04-22T00:00:00.0000000,27581,741
474," ST CLAIR AVE E ",""," BIRCHMOUNT RD ","",1958-01-31T00:00:00.0000000,43.71414,-79.2711,2017-04-22T00:00:00.0000000,22253,1019
475," ST CLAIR AVE E ",""," KENNEDY RD ","",1959-04-23T00:00:00.0000000,43.71651,-79.26132,2017-04-22T00:00:00.0000000,18913,363
476," ST CLAIR AVE E ",""," MIDLAND AVE ","",1962-06-27T00:00:00.0000000,43.71873,-79.25126,2017-04-22T00:00:00.0000000,13859,446
477," DANFORTH AVE ",""," PLAYTER BLVD ","",1976-12-22T00:00:00.0000000,43.67692,-79.35508,2015-05-12T00:00:00.0000000,9921,3294
478," ST CLAIR AVE W ",""," RUSSELL HILL RD ","",1953-04-15T00:00:00.0000000,43.68532,-79.40789,2012-01-09T00:00:00.0000000,11716,834
479," ST CLAIR AVE W ",""," SPADINA RD ","",1939-06-30T00:00:00.0000000,43.68462,-79.41116,2009-08-13T00:00:00.0000000,17770,2028
480," ST CLAIR AVE W ",""," BATHURST ST ","",1928-08-27T00:00:00.0000000,43.68314,-79.41828,2015-04-11T00:00:00.0000000,22508,7838
481," YONGE ST ",""," AVONDALE AVE "," FLORENCE AVE ",1965-05-05T00:00:00.0000000,43.75819,-79.41013,2015-12-02T00:00:00.0000000,39866,4186
482," YONGE ST ",""," BRIAR HILL AVE "," SHERWOOD AVE ",1965-03-29T00:00:00.0000000,43.71356,-79.3998,2011-06-07T00:00:00.0000000,16438,5249
483," DUNDAS ST W ",""," CHESTNUT ST ","",1964-12-31T00:00:00.0000000,43.65524,-79.38599,2015-04-13T00:00:00.0000000,10171,17916
484," ST CLAIR AVE W ",""," VAUGHAN RD ","",1929-08-27T00:00:00.0000000,43.68276,-79.42015,2009-08-13T00:00:00.0000000,14087,5943
485," ST CLAIR AVE W ",""," CHRISTIE ST ","",1949-04-10T00:00:00.0000000,43.6817,-79.42569,2009-08-25T00:00:00.0000000,13380,2819
486," ST CLAIR AVE W ",""," WINONA DR ","",1953-03-30T00:00:00.0000000,43.68028,-79.43251,2009-08-26T00:00:00.0000000,5493,2989
487," ST CLAIR AVE W ",""," OAKWOOD AVE ","",1929-08-30T00:00:00.0000000,43.67958,-79.43578,2012-12-20T00:00:00.0000000,15864,4316
488," DUFFERIN ST ",""," ST CLAIR AVE W ","",1929-08-30T00:00:00.0000000,43.67795,-79.44306,2016-04-16T00:00:00.0000000,18027,11935
489," ST CLAIR AVE W ",""," LANSDOWNE AVE ","",1929-08-30T00:00:00.0000000,43.67628,-79.45058,2015-08-12T00:00:00.0000000,9082,3079
490," ST CLAIR AVE W ",""," CALEDONIA RD "," CALEDONIA PARK RD ",1948-10-20T00:00:00.0000000,43.67534,-79.45476,2015-04-23T00:00:00.0000000,17142,1496
491," ST CLAIR AVE W ",""," SILVERTHORN AVE "," HOUNSLOW HEATH RD ",1950-09-18T00:00:00.0000000,43.67421,-79.46,2015-04-23T00:00:00.0000000,9576,1341
492," ST CLAIR AVE W ",""," OLD WESTON RD ","",1941-07-31T00:00:00.0000000,43.67353,-79.46302,2015-04-23T00:00:00.0000000,16915,2020
493," ST CLAIR AVE W ",""," KEELE ST "," WESTON RD ",1939-12-21T00:00:00.0000000,43.67254,-79.46762,2015-04-22T00:00:00.0000000,23692,3203
494," ST CLAIR AVE W ",""," RUNNYMEDE RD ","",1944-04-05T00:00:00.0000000,43.66897,-79.48355,2018-01-25T00:00:00.0000000,17252,1781
495," JANE ST ",""," ST CLAIR AVE W ","",1958-01-31T00:00:00.0000000,43.66721,-79.49174,2018-01-25T00:00:00.0000000,23568,637
496," DUNDAS ST W ",""," SCARLETT RD ","",1958-01-31T00:00:00.0000000,43.66552,-79.49919,2018-01-25T00:00:00.0000000,18883,344
497," ST CLAIR AVE E ",""," BRIMLEY RD ","",1967-08-29T00:00:00.0000000,43.72087,-79.24142,2017-04-22T00:00:00.0000000,12683,585
498," ST CLAIR AVE E ",""," AVOCA AVE ","",1968-09-25T00:00:00.0000000,43.68896,-79.38988,2013-05-15T00:00:00.0000000,12494,975
499," MORNINGSIDE AVE ",""," LAWRENCE AVE E ","",1965-12-29T00:00:00.0000000,43.76844,-79.1862,2016-02-27T00:00:00.0000000,15697,1614
500," LAWRENCE AVE W ",""," HICKORY TREE RD "," LITTLE AVE ",1967-01-16T00:00:00.0000000,43.69929,-79.51986,2013-06-11T00:00:00.0000000,13616,389
501," LAWRENCE AVE W ",""," CHATSWORTH DR ","",1967-02-03T00:00:00.0000000,43.7232,-79.41131,2016-02-03T00:00:00.0000000,14040,756
502," LAWRENCE AVE E ",""," GALLOWAY RD ","",1967-06-01T00:00:00.0000000,43.76622,-79.19642,2011-05-16T00:00:00.0000000,18323,1272
503," LAWRENCE AVE E ",""," CROCKFORD BLVD ","",1968-07-06T00:00:00.0000000,43.7461,-79.29125,2010-06-14T00:00:00.0000000,22741,395
504," AVENUE RD ",""," WOBURN AVE ","",1968-01-24T00:00:00.0000000,43.7254,-79.41687,2010-01-05T00:00:00.0000000,19834,1033
505," BATHURST ST ",""," AVA RD ","",1967-01-01T00:00:00.0000000,43.6979523,-79.42434,2015-04-01T00:00:00.0000000,16511,282
506," BATHURST ST ",""," WARWICK AVE ","",1967-01-01T00:00:00.0000000,43.69529,-79.42322,2015-04-01T00:00:00.0000000,15207,339
507," YONGE ST ",""," ROSEHILL AVE ","",1967-02-23T00:00:00.0000000,43.68623,-79.39331,2013-05-15T00:00:00.0000000,14736,5086
508," YONGE ST ",""," WILLIAM CARSON CRES ","",1967-11-13T00:00:00.0000000,43.74728,-79.40744,2010-04-12T00:00:00.0000000,27056,710
509," BLOOR ST W ",""," BRUNSWICK AVE ","",1967-11-14T00:00:00.0000000,43.66591,-79.40743,2018-01-10T00:00:00.0000000,8340,7093
510," BLOOR ST W ",""," BEDFORD RD ","",1968-02-19T00:00:00.0000000,43.66803,-79.39736,2018-01-11T00:00:00.0000000,10868,10951
511," DUNDAS ST W ",""," PAULART DR "," PRIVATE ACCESS ",1975-07-25T00:00:00.0000000,43.63107,-79.5469,2013-02-19T00:00:00.0000000,22100,243
512," VICTORIA PARK AVE ",""," CASSANDRA BLVD ","",1967-07-13T00:00:00.0000000,43.75434,-79.314,2013-08-26T00:00:00.0000000,19811,484
513," VICTORIA PARK AVE ",""," BASSETT AVE "," YARDLEY AVE ",1965-06-29T00:00:00.0000000,43.7138,-79.29804,2013-10-15T00:00:00.0000000,10590,302
514," VICTORIA PARK AVE ",""," ELVASTON DR ","",1964-10-06T00:00:00.0000000,43.73041,-79.30498,2013-09-25T00:00:00.0000000,13624,493
515," VICTORIA PARK AVE ",""," SURREY AVE ","",1964-04-06T00:00:00.0000000,43.7363,-79.30739,2013-08-28T00:00:00.0000000,23282,238
516," VICTORIA PARK AVE ",""," CURLEW DR "," LYNVALLEY CRES ",1962-08-31T00:00:00.0000000,43.74798,-79.3118,2013-01-29T00:00:00.0000000,19147,502
517," VICTORIA PARK AVE ",""," ELLESMERE RD "," PARKWOODS VILLAGE DR ",1960-04-25T00:00:00.0000000,43.75788,-79.31522,2016-04-04T00:00:00.0000000,26566,3342
518," VICTORIA PARK AVE ",""," YORK MILLS RD ","",1963-05-13T00:00:00.0000000,43.76303,-79.31751,2016-06-11T00:00:00.0000000,21525,449
519," VICTORIA PARK AVE "," 60m NORTH OF "," PARMA CRT ","",1969-06-30T00:00:00.0000000,43.7171974,-79.29949,2011-12-20T00:00:00.0000000,12265,119
520," O CONNOR DR ",""," SUNRISE AVE ","",1970-10-09T00:00:00.0000000,43.7189,-79.30453,2011-01-04T00:00:00.0000000,13161,740
521," JANE ST ",""," EXBURY RD "," CHALKFARM DR ",1969-06-08T00:00:00.0000000,43.72934,-79.51064,2014-12-16T00:00:00.0000000,14139,737
